3.77e+9,0.45
1.25e+9,0.45
6.3e+8,0.48
4.1e+8,0.49
2.5e+8,0.52
1.3e+8,0.54
1.0e+8,0.55
7.0e+7,0.6
4.7e+7,0.62
1.9e+7,0.64
1.5e+7,0.65
1.0e+7,0.66
9.0e+6,0.66
8.1e+6,0.67
7.2e+6,0.66
